ort,plz,landkreis
Lanitz-Hassel-Tal,06628,Burgenlandkreis
Lankau,23881,Kreis Herzogtum Lauenburg
Lanz,19309,Landkreis Prignitz
Lanze,21483,Kreis Herzogtum Lauenburg
Lappersdorf,93138,Landkreis Regensburg
Lärz,17248,Landkreis Mecklenburgische Seenplatte
Lasbek,23847,Kreis Stormarn
Lascheid,54597,Eifelkreis Bitburg-Prüm
Lasel,54612,Eifelkreis Bitburg-Prüm
Lassan,17440,Landkreis Vorpommern-Greifswald
Lastrup,49688,Landkreis Cloppenburg
Latendorf,24598,Kreis Segeberg
Lathen,49762,Landkreis Emsland
Laubach,35321,Landkreis Gießen
Laubach,56288,Rhein-Hunsrück-Kreis
Laubach,56759,Landkreis Cochem-Zell
Lauben,87493,Landkreis Oberallgäu
Lauben,87761,Landkreis Unterallgäu
Laubenheim,55452,Landkreis Bad Kreuznach
Laucha an der Unstrut,06636,Burgenlandkreis
Lauchhammer,01979,Landkreis Oberspreewald-Lausitz
Lauchheim,73466,Ostalbkreis
Lauchringen,79787,Landkreis Waldshut
Lauda-Königshofen,97922,Main-Tauber-Kreis
Laudenbach,69514,Rhein-Neckar-Kreis
Laudenbach,63925,Landkreis Miltenberg
Laudert,56291,Rhein-Hunsrück-Kreis
Lauenau,31867,Landkreis Schaumburg
Lauenbrück,27389,Landkreis Rotenburg (Wümme)
Lauenburg/Elbe,21481,Kreis Herzogtum Lauenburg
Lauenförde,37697,Landkreis Holzminden
Lauenhagen,31714,Landkreis Schaumburg
Lauf,77886,Ortenaukreis
Laufach,63846,Landkreis Aschaffenburg
Lauf an der Pegnitz,91207,Landkreis Nürnberger Land
Laufeld,54533,Landkreis Bernkastel-Wittlich
Laufen,83410,Landkreis Berchtesgadener Land
Laufenburg (Baden),79725,Landkreis Waldshut
Laufersweiler,55487,Rhein-Hunsrück-Kreis
Lauffen am Neckar,74348,Landkreis Heilbronn
Laugna,86502,Landkreis Dillingen an der Donau
Lauingen (Donau),89415,Landkreis Dillingen an der Donau
Laumersheim,67229,Landkreis Bad Dürkheim
Lauperath,54649,Eifelkreis Bitburg-Prüm
Laupheim,88471,Landkreis Biberach
Laurenburg,56379,Rhein-Lahn-Kreis
Lauscha,98724,Landkreis Sonneberg
Lauschied,55568,Landkreis Bad Kreuznach
Lausnitz,07806,Saale-Orla-Kreis
Laußig,04838,Landkreis Nordsachsen
Laußig,04849,Landkreis Nordsachsen
Laußnitz,01936,Landkreis Bautzen
Lauta,02991,Landkreis Bautzen
Lautenbach,77794,Ortenaukreis
Lauter,96169,Landkreis Bamberg
Lauterach,89584,Alb-Donau-Kreis
Lauterbach,36341,Vogelsbergkreis
Lauterbach,78730,Landkreis Rottweil
Lauterbach,99826,Wartburgkreis
Lauter-Bernsbach,08315,Erzgebirgskreis
Lauterecken,67742,Landkreis Kusel
Lauterhofen,92283,Landkreis Neumarkt in der Oberpfalz
Lautersheim,67308,Donnersbergkreis
Lauterstein,73111,Landkreis Göppingen
Lautert,56355,Rhein-Lahn-Kreis
Lautertal,36369,Vogelsbergkreis
Lautertal,64686,Kreis Bergstraße
Lautertal,96486,Landkreis Coburg
Lautrach,87763,Landkreis Unterallgäu
Lautzenbrücken,56472,Westerwaldkreis
Lautzenhausen,55483,Rhein-Hunsrück-Kreis
Lawalde,02708,Landkreis Görlitz
Lawitz,15898,Landkreis Oder-Spree
Lebach,66822,Landkreis Saarlouis
Lebrade,24306,Kreis Plön
Lebus,15326,Landkreis Märkisch-Oderland
Lebusa,04936,Landkreis Elbe-Elster
Lechbruck a.See,86983,Landkreis Ostallgäu
Leck,25917,Kreis Nordfriesland
Lederhose,07589,Landkreis Greiz
Leegebruch,16767,Landkreis Oberhavel
Leer,26789,Landkreis Leer
Leese,31633,Landkreis Nienburg/Weser
Leezdorf,26529,Landkreis Aurich
Leezen,23816,Kreis Segeberg
Leezen,19067,Landkreis Ludwigslust-Parchim
Legau,87764,Landkreis Unterallgäu
Legden,48739,Kreis Borken
Legde/Quitzöbel,19336,Landkreis Prignitz
Lehe,25774,Kreis Dithmarschen
Lehe,25776,Kreis Dithmarschen
Lehe,26892,Landkreis Emsland
Lehesten,07349,Landkreis Saalfeld-Rudolstadt
Lehesten,07778,Saale-Holzland-Kreis
Lehmen,56332,Landkreis Mayen-Koblenz
Lehmkuhlen,24211,Kreis Plön
Lehmrade,23883,Kreis Herzogtum Lauenburg
Lehnstedt,99441,Landkreis Weimarer Land
Lehrberg,91611,Landkreis Ansbach
Lehre,38165,Landkreis Helmstedt
Lehrensteinsfeld,74251,Landkreis Heilbronn
Lehrte,31275,Region Hannover
Leibertingen,88637,Landkreis Sigmaringen
Leiblfing,94339,Landkreis Straubing-Bogen
Leichlingen,42799,Rheinisch-Bergischer Kreis
Leidenborn,54619,Eifelkreis Bitburg-Prüm
Leidersbach,63849,Landkreis Miltenberg
Leienkaul,56759,Landkreis Cochem-Zell
Leiferde,38542,Landkreis Gifhorn
Leimbach,53518,Landkreis Ahrweiler
Leimbach,54673,Eifelkreis Bitburg-Prüm
Leimbach,36433,Wartburgkreis
Leimen,69181,Rhein-Neckar-Kreis
Leimen,66978,Landkreis Südwestpfalz
Leimersheim,76774,Landkreis Germersheim
Leinach,97274,Landkreis Würzburg
Leinatal,99894,Landkreis Gotha
Leinburg,91227,Landkreis Nürnberger Land
Leinefelde-Worbis,37327,Landkreis Eichsfeld
Leinefelde-Worbis,37339,Landkreis Eichsfeld
Leinfelden-Echterdingen,70771,Landkreis Esslingen
Leingarten,74211,Landkreis Heilbronn
Leiningen,56291,Rhein-Hunsrück-Kreis
Leinsweiler,76829,Landkreis Südliche Weinstraße
Leinzell,73575,Ostalbkreis
Leipheim,89340,Landkreis Günzburg
Leipzig,04103,
Leipzig,04105,
Leipzig,04107,
Leipzig,04109,
Leipzig,04129,
Leipzig,04155,
Leipzig,04157,
Leipzig,04158,
Leipzig,04159,
Leipzig,04177,
Leipzig,04178,
Leipzig,04179,
Leipzig,04205,
Leipzig,04207,
Leipzig,04209,
Leipzig,04229,
Leipzig,04249,
Leipzig,04275,
Leipzig,04277,
Leipzig,04279,
Leipzig,04288,
Leipzig,04289,
Leipzig,04299,
Leipzig,04315,
Leipzig,04316,
Leipzig,04317,
Leipzig,04318,
Leipzig,04319,
Leipzig,04328,
Leipzig,04329,
Leipzig,04347,
Leipzig,04349,
Leipzig,04356,
Leipzig,04357,
Leisel,55767,Landkreis Birkenfeld
Leisnig,04703,Landkreis Mittelsachsen
Leitzweiler,55779,Landkreis Birkenfeld
Leiwen,54340,Landkreis Trier-Saarburg
Leizen,17209,Landkreis Mecklenburgische Seenplatte
Lelkendorf,17168,Landkreis Rostock
Lemberg,66969,Landkreis Südwestpfalz
Lembruch,49459,Landkreis Diepholz
Lemförde,49448,Landkreis Diepholz
Lemgo,32657,Kreis Lippe
Lemgow,29485,Landkreis Lüchow-Dannenberg
Lemnitz,07819,Saale-Orla-Kreis
Lemwerder,27809,Landkreis Wesermarsch
Lengdorf,84435,Landkreis Erding
Lengede,38268,Landkreis Peine
Lengenbostel,27419,Landkreis Rotenburg (Wümme)
Lengenfeld,08485,Vogtlandkreis
Lengenwang,87663,Landkreis Ostallgäu
Lengerich,49525,Kreis Steinfurt
Lengerich,49838,Landkreis Emsland
Lengfeld,98660,Landkreis Hildburghausen
Lenggries,83661,Landkreis Bad Tölz-Wolfratshausen
Lenne,37627,Landkreis Holzminden
Lennestadt,57368,Kreis Olpe
Lenningen,73252,Landkreis Esslingen
Lenningen,73266,Landkreis Esslingen
Lensahn,23738,Kreis Ostholstein
Lenterode,37318,Landkreis Eichsfeld
Lentföhrden,24632,Kreis Segeberg
Lentföhrden,24640,Kreis Segeberg
Lenting,85101,Landkreis Eichstätt
Lenzen (Elbe),19309,Landkreis Prignitz
Lenzerwische,19309,Landkreis Prignitz
Lenzkirch,79853,Landkreis Breisgau-Hochschwarzwald
Leonberg,71229,Landkreis Böblingen
Leonberg,95666,Landkreis Tirschenreuth
Leopoldshagen,17375,Landkreis Vorpommern-Greifswald
Leopoldshöhe,33818,Kreis Lippe
Letschin,15324,Landkreis Märkisch-Oderland
Lettweiler,67823,Landkreis Bad Kreuznach
Leubsdorf,09573,Landkreis Mittelsachsen
Leubsdorf,53547,Landkreis Neuwied
Leuchtenberg,92705,Landkreis Neustadt an der Waldnaab
Leun,35638,Lahn-Dill-Kreis
Leuna,06237,Saalekreis
Leupoldsgrün,95191,Landkreis Hof
Leussow,19288,Landkreis Ludwigslust-Parchim
Leutenbach,71397,Rems-Murr-Kreis
Leutenbach,91359,Landkreis Forchheim
Leutenberg,07338,Landkreis Saalfeld-Rudolstadt
Leutenthal,99439,Landkreis Weimarer Land
Leuterod,56244,Westerwaldkreis
Leutersdorf,02794,Landkreis Görlitz
Leutersdorf,98617,Landkreis Schmalkalden-Meiningen
Leutershausen,91578,Landkreis Ansbach
Leutesdorf,56599,Landkreis Neuwied
Leutkirch im Allgäu,88299,Landkreis Ravensburg
Levenhagen,17498,Landkreis Vorpommern-Greifswald
Leverkusen,51371,
Leverkusen,51373,
Leverkusen,51375,
Leverkusen,51377,
Leverkusen,51379,
Leverkusen,51381,
Lewitzrand,19372,Landkreis Ludwigslust-Parchim
Lewitzrand,19374,Landkreis Ludwigslust-Parchim
Lexgaard,25923,Kreis Nordfriesland
Lich,35423,Landkreis Gießen
Lichte,98739,Landkreis Saalfeld-Rudolstadt
Lichtenau,33165,Kreis Paderborn
Lichtenau,09244,Landkreis Mittelsachsen
Lichtenau,91586,Landkreis Ansbach
Lichtenau,77839,Landkreis Rastatt
Lichtenberg,95192,Landkreis Hof
Lichtenberg,01896,Landkreis Bautzen
Lichtenberg/Erzgeb.,09638,Landkreis Mittelsachsen
Lichtenborn,54619,Eifelkreis Bitburg-Prüm
Lichtenfels,35104,Landkreis Waldeck-Frankenberg
Lichtenfels,96215,Landkreis Lichtenfels
Lichtenstein,09350,Landkreis Zwickau
Lichtenstein,72805,Landkreis Reutlingen
Lichtentanne,08115,Landkreis Zwickau
Lichtenwald,73669,Landkreis Esslingen
Lichterfeld-Schacksdorf,03238,Landkreis Elbe-Elster
Liebenau,34396,Landkreis Kassel
Liebenau,31618,Landkreis Nienburg/Weser
Liebenburg,38704,Landkreis Goslar
Liebenscheid,56479,Westerwaldkreis
Liebenstein,99330,Ilm-Kreis
Liebenwalde,16559,Landkreis Oberhavel
Lieberose,15868,Landkreis Dahme-Spreewald
Liebschützberg,04758,Landkreis Nordsachsen
Liebshausen,55494,Rhein-Hunsrück-Kreis
Liebstadt,01825,Landkreis Sächsische Schweiz-Osterzgebirge
Liederbach,65835,Main-Taunus-Kreis
Lieg,56290,Landkreis Cochem-Zell
Lienen,49536,Kreis Steinfurt
Liepe,16248,Landkreis Barnim
Liepgarten,17375,Landkreis Vorpommern-Greifswald
Lierfeld,54597,Eifelkreis Bitburg-Prüm
Lierschied,56357,Rhein-Lahn-Kreis
Liesenich,56858,Landkreis Cochem-Zell
Lieser,54470,Landkreis Bernkastel-Wittlich
Ließem,54636,Eifelkreis Bitburg-Prüm
Lieth,25770,Kreis Dithmarschen
Lietzen,15306,Landkreis Märkisch-Oderland
Lietzow,18528,Landkreis Vorpommern-Rügen
Lilienthal,28865,Landkreis Osterholz
Limbach,08468,Vogtlandkreis
Limbach,08491,Vogtlandkreis
Limbach,57629,Westerwaldkreis
Limbach,55606,Landkreis Bad Kreuznach
Limbach (Baden),74838,Neckar-Odenwald-Kreis
Limbach-Oberfrohna,09212,Landkreis Zwickau
Limburg a. d. Lahn,65549,Landkreis Limburg-Weilburg
Limburg a. d. Lahn,65550,Landkreis Limburg-Weilburg
Limburg a. d. Lahn,65551,Landkreis Limburg-Weilburg
Limburg a. d. Lahn,65552,Landkreis Limburg-Weilburg
Limburg a. d. Lahn,65553,Landkreis Limburg-Weilburg
Limburg a. d. Lahn,65554,Landkreis Limburg-Weilburg
Limburg a. d. Lahn,65555,Landkreis Limburg-Weilburg
Limburg a. d. Lahn,65556,Landkreis Limburg-Weilburg
Limburgerhof,67117,Rhein-Pfalz-Kreis
Limeshain,63694,Wetteraukreis
Linau,22959,Kreis Herzogtum Lauenburg
Lind,56729,Landkreis Mayen-Koblenz
Lind,53506,Landkreis Ahrweiler
Linda,07819,Saale-Orla-Kreis
Linda b. Weida,07580,Landkreis Greiz
Lindau,24214,Kreis Rendsburg-Eckernförde
Lindau (Bodensee),88131,Landkreis Lindau
Lindberg,94227,Landkreis Regen
Linden,35440,Landkreis Gießen
Linden,57629,Westerwaldkreis
Linden,25791,Kreis Dithmarschen
Linden,66851,Landkreis Kaiserslautern
Linden,67706,Landkreis Kaiserslautern
Lindenau,01945,Landkreis Oberspreewald-Lausitz
Lindenberg,67473,Landkreis Bad Dürkheim
Lindenberg,17111,Landkreis Mecklenburgische Seenplatte
Lindenberg im Allgäu,88161,Landkreis Lindau
Lindendorf,15306,Landkreis Märkisch-Oderland
Lindenfels,64678,Kreis Bergstraße
Lindenkreuz,07589,Landkreis Greiz
Lindenschied,55481,Rhein-Hunsrück-Kreis
Lindern (Oldenburg),49699,Landkreis Cloppenburg
Lindetal,17349,Landkreis Mecklenburgische Seenplatte
Lindewerra,37318,Landkreis Eichsfeld
Lindewitt,24969,Kreis Schleswig-Flensburg
Lindholz,18334,Landkreis Vorpommern-Rügen
Lindhorst,31698,Landkreis Schaumburg
Lindig,07768,Saale-Holzland-Kreis
Lindlar,51789,Oberbergischer Kreis
Lindow (Mark),16835,Landkreis Ostprignitz-Ruppin
Lindwedel,29690,Landkreis Heidekreis
Lingen (Ems),49808,Landkreis Emsland
Lingen (Ems),49809,Landkreis Emsland
Lingen (Ems),49811,Landkreis Emsland
Lingenfeld,67360,Landkreis Germersheim
Lingerhahn,56291,Rhein-Hunsrück-Kreis
Linkenbach,56317,Landkreis Neuwied
Linkenheim-Hochstetten,76351,Landkreis Karlsruhe
Linnich,52441,Kreis Düren
Linsburg,31636,Landkreis Nienburg/Weser
Linsengericht,63589,Main-Kinzig-Kreis
Linthe,14822,Landkreis Potsdam-Mittelmark
Linz am Rhein,53545,Landkreis Neuwied
Linz am Rhein,53560,Landkreis Neuwied
Lippersdorf-Erdmannsdorf,07646,Saale-Holzland-Kreis
Lippetal,59510,Kreis Soest
Lipporn,56357,Rhein-Lahn-Kreis
Lipprechterode,99752,Landkreis Nordhausen
Lippstadt,59555,Kreis Soest
Lippstadt,59556,Kreis Soest
Lippstadt,59557,Kreis Soest
Lippstadt,59558,Kreis Soest
Lirstal,56767,Landkreis Vulkaneifel
Lisberg,96170,Landkreis Bamberg
Lissendorf,54587,Landkreis Vulkaneifel
List auf Sylt,25992,Kreis Nordfriesland
Litzendorf,96123,Landkreis Bamberg
Löbau,02708,Landkreis Görlitz
Lobbach,74931,Rhein-Neckar-Kreis
Löberschütz,07751,Saale-Holzland-Kreis
Löbichau,04626,Landkreis Altenburger Land
Löbnitz,18314,Landkreis Vorpommern-Rügen
Löbnitz,04509,Landkreis Nordsachsen
Löchgau,74369,Landkreis Ludwigsburg
Lochum,57629,Westerwaldkreis
Löcknitz,17321,Landkreis Vorpommern-Greifswald
Lockstedt,25551,Kreis Steinburg
Lockwisch,23923,Landkreis Nordwestmecklenburg
Loddin,17459,Landkreis Vorpommern-Greifswald
Lödla,04617,Landkreis Altenburger Land
Löf,56332,Landkreis Mayen-Koblenz
Loffenau,76597,Landkreis Rastatt
Löffingen,79843,Landkreis Breisgau-Hochschwarzwald
Lohbarbek,25551,Kreis Steinburg
Lohberg,93470,Landkreis Cham
Lohe-Föhrden,24806,Kreis Rendsburg-Eckernförde
Lohe-Rickelshof,25746,Kreis Dithmarschen
Lohfelden,34253,Landkreis Kassel
Lohheide,29303,Landkreis Celle
Lohkirchen,84494,Landkreis Mühldorf am Inn
Löhma,07907,Saale-Orla-Kreis
Lohmar,53797,Rhein-Sieg-Kreis
Lohme,18551,Landkreis Vorpommern-Rügen
Lohmen,01847,Landkreis Sächsische Schweiz-Osterzgebirge
Lohmen,18276,Landkreis Rostock
Löhnberg,35792,Landkreis Limburg-Weilburg
Lohne,49393,Landkreis Vechta
Löhne,32584,Kreis Herford
Lohnsfeld,67727,Donnersbergkreis
Lohnweiler,67744,Landkreis Kusel
Lohra,35102,Landkreis Marburg-Biedenkopf
Lohr am Main,97816,Landkreis Main-Spessart
Lohrheim,65558,Rhein-Lahn-Kreis
Lohsa,02999,Landkreis Bautzen
Loiching,84180,Landkreis Dingolfing-Landau
Loissin,17509,Landkreis Vorpommern-Greifswald
Loit,24888,Kreis Schleswig-Flensburg
Loitsche-Heinrichsberg,39326,Landkreis Börde
Loitz,17121,Landkreis Vorpommern-Greifswald
Loitzendorf,94359,Landkreis Straubing-Bogen
Lollar,35457,Landkreis Gießen
Löllbach,67744,Landkreis Bad Kreuznach
Lollschied,56357,Rhein-Lahn-Kreis
Lommatzsch,01623,Landkreis Meißen
Longen,54338,Landkreis Trier-Saarburg
Longkamp,54472,Landkreis Bernkastel-Wittlich
Longuich,54340,Landkreis Trier-Saarburg
Löningen,49624,Landkreis Cloppenburg
Lonnerstadt,91475,Landkreis Erlangen-Höchstadt
Lonnig,56295,Landkreis Mayen-Koblenz
Lonsee,89173,Alb-Donau-Kreis
Lonsheim,55237,Landkreis Alzey-Worms
Looft,25582,Kreis Steinburg
Loop,24644,Kreis Rendsburg-Eckernförde
Loose,24366,Kreis Rendsburg-Eckernförde
Löptin,24250,Kreis Plön
Lorch,65391,Rheingau-Taunus-Kreis
Lorch,73547,Ostalbkreis
Lörrach,79539,Landkreis Lörrach
Lörrach,79540,Landkreis Lörrach
Lörrach,79541,Landkreis Lörrach
Lorsch,64653,Kreis Bergstraße
Lorscheid,54317,Landkreis Trier-Saarburg
Lorup,26901,Landkreis Emsland
Lörzweiler,55296,Landkreis Mainz-Bingen
Losheim am See,66679,Landkreis Merzig-Wadern
Lösnich,54492,Landkreis Bernkastel-Wittlich
Lossatal,04808,Landkreis Leipzig
Loßburg,72290,Landkreis Freudenstadt
Lößnitz,08294,Erzgebirgskreis
Lotte,49504,Kreis Steinfurt
Lottorf,24878,Kreis Schleswig-Flensburg
Lottstetten,79807,Landkreis Waldshut
Lötzbeuren,56843,Landkreis Bernkastel-Wittlich
Löwenberger Land,16775,Landkreis Oberhavel
Löwenstedt,25864,Kreis Nordfriesland
Löwenstein,74245,Landkreis Heilbronn
Loxstedt,27612,Landkreis Cuxhaven
Lübbecke,32312,Kreis Minden-Lübbecke
Lübbenau/Spreewald,03222,Landkreis Oberspreewald-Lausitz
Lübben (Spreewald),15907,Landkreis Dahme-Spreewald
Lübberstedt,27729,Landkreis Osterholz
Lübberstorf,23992,Landkreis Nordwestmecklenburg
Lübbow,29488,Landkreis Lüchow-Dannenberg
Lübeck,23552,
Lübeck,23554,
Lübeck,23556,
Lübeck,23558,
Lübeck,23560,
Lübeck,23562,
Lübeck,23564,
Lübeck,23566,
Lübeck,23568,
Lübeck,23569,
Lübeck,23570,
Lübesse,19077,Landkreis Ludwigslust-Parchim
Lüblow,19288,Landkreis Ludwigslust-Parchim
Lubmin,17509,Landkreis Vorpommern-Greifswald
Lübow,23972,Landkreis Nordwestmecklenburg
Lübs,17379,Landkreis Vorpommern-Greifswald
Lübstorf,19069,Landkreis Nordwestmecklenburg
Lübtheen,19249,Landkreis Ludwigslust-Parchim
Lübz,19386,Landkreis Ludwigslust-Parchim
Lüchow,23898,Kreis Herzogtum Lauenburg
Lüchow,29439,Landkreis Lüchow-Dannenberg
Lucka,04613,Landkreis Altenburger Land
Luckaitztal,03229,Landkreis Oberspreewald-Lausitz
Luckau,15926,Landkreis Dahme-Spreewald
Luckau (Wendland),29487,Landkreis Lüchow-Dannenberg
Luckenbach,57629,Westerwaldkreis
Lückenburg,54424,Landkreis Bernkastel-Wittlich
Luckenwalde,14943,Landkreis Teltow-Fläming
Luckow,17375,Landkreis Vorpommern-Greifswald
Lüdenscheid,58507,Märkischer Kreis
Lüdenscheid,58509,Märkischer Kreis
Lüdenscheid,58511,Märkischer Kreis
Lüdenscheid,58513,Märkischer Kreis
Lüdenscheid,58515,Märkischer Kreis
Lüder,29394,Landkreis Uelzen
Lüdersburg,21379,Landkreis Lüneburg
Lüdersdorf,23923,Landkreis Nordwestmecklenburg
Lüdersfeld,31702,Landkreis Schaumburg
Lüdershagen,18314,Landkreis Vorpommern-Rügen
Lüdinghausen,59348,Kreis Coesfeld
Ludorf,17207,Landkreis Mecklenburgische Seenplatte
Ludwigsau,36251,Landkreis Hersfeld-Rotenburg
Ludwigsburg,71634,Landkreis Ludwigsburg
Ludwigsburg,71636,Landkreis Ludwigsburg
Ludwigsburg,71638,Landkreis Ludwigsburg
Ludwigsburg,71640,Landkreis Ludwigsburg
Ludwigsburg,71642,Landkreis Ludwigsburg
Ludwigsburg,71672,Landkreis Ludwigsburg
Ludwigschorgast,95364,Landkreis Kulmbach
Ludwigsfelde,14974,Landkreis Teltow-Fläming
Ludwigshafen am Rhein,67059,
Ludwigshafen am Rhein,67061,
Ludwigshafen am Rhein,67063,
Ludwigshafen am Rhein,67065,
Ludwigshafen am Rhein,67067,
Ludwigshafen am Rhein,67069,
Ludwigshafen am Rhein,67071,
Ludwigshöhe,55278,Landkreis Mainz-Bingen
Ludwigslust,19288,Landkreis Ludwigslust-Parchim
Ludwigsstadt,96337,Landkreis Kronach
Ludwigswinkel,66996,Landkreis Südwestpfalz
Lüerdissen,37635,Landkreis Holzminden
Lug,76848,Landkreis Südwestpfalz
Lugau/Erzgebirge,09385,Erzgebirgskreis
Lügde,32676,Kreis Lippe
Lühburg,17179,Landkreis Rostock
Luhden,31711,Landkreis Schaumburg
Luhe-Wildenau,92706,Landkreis Neustadt an der Waldnaab
Lühmannsdorf,17495,Landkreis Vorpommern-Greifswald
Luhnstedt,24816,Kreis Rendsburg-Eckernförde
Luisenthal,99885,Landkreis Gotha
Lülsfeld,97511,Landkreis Schweinfurt
Lumpzig,04626,Landkreis Altenburger Land
Lunden,25774,Kreis Dithmarschen
Lünebach,54597,Eifelkreis Bitburg-Prüm
Lüneburg,21335,Landkreis Lüneburg
Lüneburg,21337,Landkreis Lüneburg
Lüneburg,21339,Landkreis Lüneburg
Lüneburg,21391,Landkreis Lüneburg
Lünen,44532,Kreis Unna
Lünen,44534,Kreis Unna
Lünen,44536,Kreis Unna
Lünne,48480,Landkreis Emsland
Lunow-Stolzenhagen,16248,Landkreis Barnim
Lunzenau,09328,Landkreis Mittelsachsen
Lupburg,92331,Landkreis Neumarkt in der Oberpfalz
Lürschau,24850,Kreis Schleswig-Flensburg
Lüssow,18442,Landkreis Vorpommern-Rügen
Lüssow,18276,Landkreis Rostock
Lustadt,67363,Landkreis Germersheim
Lütau,21483,Kreis Herzogtum Lauenburg
Lütetsburg,26524,Landkreis Aurich
Lutherstadt Eisleben,06295,Landkreis Mansfeld-Südharz
Lutherstadt Wittenberg,06886,Landkreis Wittenberg
Lutherstadt Wittenberg,06888,Landkreis Wittenberg
Lutherstadt Wittenberg,06889,Landkreis Wittenberg
Lütjenburg,24321,Kreis Plön
Lütjenholm,25842,Kreis Nordfriesland
Lütjensee,22952,Kreis Stormarn
Lütjenwestedt,25585,Kreis Rendsburg-Eckernförde
Lütow,17440,Landkreis Vorpommern-Greifswald
Lutter,37318,Landkreis Eichsfeld
Lutter am Barenberge,38729,Landkreis Goslar
Lutterbek,24235,Kreis Plön
Lüttow-Valluhn,19246,Landkreis Ludwigslust-Parchim
Lütz,56290,Landkreis Cochem-Zell
Lützelbach,64750,Odenwaldkreis
Lützen,06686,Burgenlandkreis
Lutzerath,56826,Landkreis Cochem-Zell
Lutzhorn,25355,Kreis Pinneberg
Lutzingen,89440,Landkreis Dillingen an der Donau
Lützkampen,54617,Eifelkreis Bitburg-Prüm
Lützow,19205,Landkreis Nordwestmecklenburg
Lützow,19209,Landkreis Nordwestmecklenburg
Luxem,56729,Landkreis Mayen-Koblenz
Lychen,17279,Landkreis Uckermark
Lykershausen,56346,Rhein-Lahn-Kreis
Maasbüll,24975,Kreis Schleswig-Flensburg
Maasen,27249,Landkreis Diepholz
Maasholm,24404,Kreis Schleswig-Flensburg
Machern,04827,Landkreis Leipzig
Macken,56290,Landkreis Mayen-Koblenz
Mackenbach,67686,Landkreis Kaiserslautern
Mackenrode,37318,Landkreis Eichsfeld
Mackenrodt,55758,Landkreis Birkenfeld
Magdala,99441,Landkreis Weimarer Land
Magdeburg,39104,
Magdeburg,39106,
Magdeburg,39108,
Magdeburg,39110,
Magdeburg,39112,
Magdeburg,39114,
Magdeburg,39116,
Magdeburg,39118,
Magdeburg,39120,
Magdeburg,39122,
Magdeburg,39124,
Magdeburg,39126,
Magdeburg,39128,
Magdeburg,39130,
Magstadt,71106,Landkreis Böblingen
Mahlberg,77972,Ortenaukreis
Mahlstetten,78601,Landkreis Tuttlingen
Mähren,56459,Westerwaldkreis
Mähring,95695,Landkreis Tirschenreuth
Maierhöfen,88167,Landkreis Lindau
Maihingen,86747,Landkreis Donau-Ries
Maikammer,67487,Landkreis Südliche Weinstraße
Mainaschaff,63814,Landkreis Aschaffenburg
Mainbernheim,97350,Landkreis Kitzingen
Mainburg,84048,Landkreis Kelheim
Mainhardt,74535,Landkreis Schwäbisch Hall
Mainhausen,63533,Landkreis Offenbach
Mainleus,95336,Landkreis Kulmbach
Mainstockheim,97320,Landkreis Kitzingen
Maintal,63477,Main-Kinzig-Kreis
Mainz,55116,
Mainz,55118,
Mainz,55120,
Mainz,55122,
Mainz,55124,
Mainz,55126,
Mainz,55127,
Mainz,55128,
Mainz,55129,
Mainz,55130,
Mainz,55131,
Maisach,82216,Landkreis Fürstenfeldbruck
Maisborn,56291,Rhein-Hunsrück-Kreis
Maitenbeth,83558,Landkreis Mühldorf am Inn
Maitzborn,55481,Rhein-Hunsrück-Kreis
Malberg,57629,Landkreis Altenkirchen
Malberg,54655,Eifelkreis Bitburg-Prüm
Malbergweich,54655,Eifelkreis Bitburg-Prüm
Malborn,54426,Landkreis Bernkastel-Wittlich
Malchin,17139,Landkreis Mecklenburgische Seenplatte
Malching,94094,Landkreis Passau
Malchow,17213,Landkreis Mecklenburgische Seenplatte
Malente,23714,Kreis Ostholstein
Malgersdorf,84333,Landkreis Rottal-Inn
Malk Göhren,19294,Landkreis Ludwigslust-Parchim
Mallersdorf-Pfaffenberg,84066,Landkreis Straubing-Bogen
Malliß,19294,Landkreis Ludwigslust-Parchim
Malsburg-Marzell,79429,Landkreis Lörrach
Malsch,69254,Rhein-Neckar-Kreis
Malsch,76316,Landkreis Karlsruhe
Malschwitz,02694,Landkreis Bautzen
